LAST SEEN   TYPE      REASON              OBJECT                         MESSAGE
3m43s       Warning   FailedScheduling    pod/swebench-run-24704-5124    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m51s       Normal    NotTriggerScaleUp   pod/swebench-run-24704-5124    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24705-6199    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m51s       Normal    NotTriggerScaleUp   pod/swebench-run-24705-6199    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24706-20818   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m51s       Normal    NotTriggerScaleUp   pod/swebench-run-24706-20818   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24707-26694   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24707-26694   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24708-4803    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24708-4803    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24709-13191   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24709-13191   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24710-25471   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24710-25471   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24711-21852   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24711-21852   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24712-8482    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24712-8482    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24713-27125   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24713-27125   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24714-3060    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24714-3060    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24715-14822   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24715-14822   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24716-8100    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24716-8100    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24717-16560   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24717-16560   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24718-18756   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24718-18756   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24719-11454   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m41s       Normal    NotTriggerScaleUp   pod/swebench-run-24719-11454   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24720-24661   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24720-24661   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24721-8964    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24721-8964    Pod didn't trigger scale-up:
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24722-3339    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24722-3339    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m43s       Warning   FailedScheduling    pod/swebench-run-24723-21800   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24723-21800   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24724-11392   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24724-11392   Pod didn't trigger scale-up:
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24725-24348   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24725-24348   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m43s       Warning   FailedScheduling    pod/swebench-run-24726-1321    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m21s       Normal    NotTriggerScaleUp   pod/swebench-run-24726-1321    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24727-4974    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24727-4974    Pod didn't trigger scale-up:
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24728-768     Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24728-768     0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24729-206     Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24729-206     0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m43s       Warning   FailedScheduling    pod/swebench-run-24730-10815   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m21s       Normal    NotTriggerScaleUp   pod/swebench-run-24730-10815   Pod didn't trigger scale-up:
4m31s       Normal    NotTriggerScaleUp   pod/swebench-run-24731-3385    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24731-3385    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m43s       Warning   FailedScheduling    pod/swebench-run-24732-1399    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24732-1399    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24733-11743   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24733-11743   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24734-12391   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24734-12391   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24735-841     0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24735-841     Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24736-8965    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24736-8965    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24737-20167   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m21s       Normal    NotTriggerScaleUp   pod/swebench-run-24737-20167   Pod didn't trigger scale-up:
4m21s       Normal    NotTriggerScaleUp   pod/swebench-run-24738-29741   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24738-29741   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24739-17336   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24739-17336   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m21s       Normal    NotTriggerScaleUp   pod/swebench-run-24740-4421    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24740-4421    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m21s       Normal    NotTriggerScaleUp   pod/swebench-run-24741-871     Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24741-871     0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m43s       Warning   FailedScheduling    pod/swebench-run-24742-1001    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24742-1001    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24743-5504    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24743-5504    Pod didn't trigger scale-up:
4m11s       Normal    NotTriggerScaleUp   pod/swebench-run-24744-19139   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24744-19139   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
